日付,始値,高値,安値,終値,出来高,売買代金
2012-10-29,93800.00,94100.00,90800.00,91000.00,31736,2917351500
2012-10-26,94800.00,94900.00,92200.00,92200.00,34812,3247033900
2012-10-25,92600.00,94500.00,92400.00,94300.00,37386,3504230600
2012-10-24,92600.00,94300.00,92200.00,92600.00,41541,3866100100
2012-10-23,97400.00,97500.00,93900.00,94100.00,37825,3601413400
2012-10-22,95000.00,96700.00,94100.00,96500.00,38663,3690766800
2012-10-19,94600.00,96900.00,94600.00,96700.00,52745,5074795800
2012-10-18,94900.00,96600.00,94800.00,95700.00,79097,7581849400
2012-10-17,91800.00,94100.00,91600.00,93100.00,59232,5523341400
2012-10-16,89900.00,91200.00,89700.00,90700.00,40607,3679114700
2012-10-15,87900.00,88700.00,87300.00,88500.00,31125,2740193000
2012-10-12,87300.00,88900.00,87100.00,88600.00,41143,3633706200
2012-10-11,86500.00,87400.00,85500.00,86500.00,43806,3790649300
2012-10-10,86800.00,88500.00,86600.00,87800.00,29110,2554404300
2012-10-09,91900.00,93000.00,89200.00,89600.00,45577,4135591200
2012-10-05,90800.00,92700.00,90500.00,91600.00,40002,3666699200
2012-10-04,90100.00,91500.00,89600.00,90500.00,51784,4688695000
2012-10-03,88900.00,90700.00,88500.00,89300.00,35128,3144753300
2012-10-02,89300.00,90000.00,88700.00,88700.00,21356,1904817600
2012-10-01,87100.00,88800.00,86600.00,88600.00,25589,2248464600
2012-09-28,91200.00,91700.00,87800.00,88600.00,42340,3781033400
2012-09-27,89400.00,90800.00,88200.00,90600.00,34167,3054939100
2012-09-26,91000.00,91300.00,89500.00,90000.00,31020,2805374800
2012-09-25,91000.00,92900.00,90600.00,92500.00,33096,3041809200
2012-09-24,92200.00,92400.00,90000.00,91500.00,35809,3263723700
2012-09-21,95300.00,96200.00,92600.00,92900.00,50231,4698671700
2012-09-20,97800.00,97900.00,93600.00,94000.00,48828,4658124200
2012-09-19,96100.00,99600.00,95700.00,98000.00,64778,6323845200
2012-09-18,95400.00,97300.00,95400.00,95700.00,59140,5685173500
2012-09-14,94400.00,96000.00,93500.00,95700.00,71087,6752916000
2012-09-13,89700.00,92000.00,89100.00,91400.00,43541,3974133900
2012-09-12,88700.00,90200.00,88200.00,89900.00,30893,2763873300
2012-09-11,87000.00,88700.00,86800.00,88600.00,31979,2802099200
2012-09-10,88200.00,89900.00,87100.00,89700.00,49612,4411637000
2012-09-07,86000.00,88300.00,84800.00,88200.00,79637,6910585900
2012-09-06,80300.00,81800.00,80100.00,81500.00,28748,2326724500
2012-09-05,80400.00,81100.00,79800.00,80300.00,33482,2686461600
2012-09-04,81200.00,81300.00,79800.00,80700.00,27226,2188947600
2012-09-03,80200.00,82800.00,79800.00,80800.00,36347,2957538400
2012-08-31,81100.00,82400.00,79700.00,79700.00,40195,3241334300
2012-08-30,83700.00,84000.00,81600.00,82100.00,28009,2310490400
2012-08-29,82400.00,84000.00,82100.00,83000.00,27157,2259148700
2012-08-28,85900.00,85900.00,81800.00,82700.00,39860,3312995800
2012-08-27,86600.00,87000.00,84900.00,85100.00,19011,1628818500
2012-08-24,86000.00,86800.00,85300.00,85700.00,21133,1814054100
2012-08-23,85800.00,87900.00,85100.00,87500.00,29573,2566041900
2012-08-22,88000.00,88300.00,85400.00,86300.00,32036,2769512200
2012-08-21,88800.00,89700.00,87800.00,87800.00,21517,1907646200
2012-08-20,90200.00,90900.00,87900.00,88400.00,38442,3425630400
2012-08-17,87700.00,89500.00,87100.00,89300.00,75148,6652071400
2012-08-16,82800.00,87000.00,82600.00,86700.00,68927,5875864200
2012-08-15,80700.00,81900.00,80100.00,81300.00,33153,2686885000
2012-08-14,82400.00,82500.00,79400.00,80200.00,30330,2443933300
2012-08-13,81800.00,83200.00,80900.00,81900.00,29787,2448053000
2012-08-10,79700.00,81000.00,79300.00,80900.00,33490,2682913100
2012-08-09,79000.00,80200.00,78700.00,80000.00,41825,3333473700
2012-08-08,81300.00,81500.00,78700.00,79200.00,52804,4232401300
2012-08-07,79600.00,80700.00,79400.00,80300.00,47931,3843441300
2012-08-06,81000.00,81000.00,80000.00,80100.00,20049,1611636900
2012-08-03,77800.00,78500.00,77300.00,78000.00,30386,2368467800
2012-08-02,80200.00,80800.00,79000.00,79300.00,53468,4252498300
2012-08-01,81800.00,82100.00,79900.00,80000.00,49201,3962118400
2012-07-31,82200.00,83500.00,81500.00,83200.00,30564,2532888600
2012-07-30,82800.00,83200.00,81400.00,82500.00,29802,2451668700
2012-07-27,80900.00,81700.00,79800.00,81300.00,39435,3184452800
2012-07-26,75700.00,78900.00,75500.00,77900.00,56103,4342503600
2012-07-25,76300.00,76800.00,74300.00,75000.00,42589,3205699800
2012-07-24,76700.00,77600.00,76500.00,77400.00,33823,2605902700
2012-07-23,78000.00,79000.00,77100.00,77100.00,33420,2607468100
2012-07-20,81000.00,81300.00,78200.00,79000.00,41232,3267938100
2012-07-19,81400.00,82000.00,80100.00,81800.00,32072,2612665400
2012-07-18,81600.00,82100.00,79900.00,80200.00,35591,2879922500
2012-07-17,81900.00,82600.00,80800.00,81200.00,39154,3197829900
2012-07-13,82500.00,83100.00,81600.00,81600.00,54156,4450804500
2012-07-12,85700.00,87100.00,84000.00,84400.00,38584,3292236000
2012-07-11,85100.00,86500.00,84300.00,85600.00,24941,2130663500
2012-07-10,87700.00,88000.00,84900.00,84900.00,41520,3574941100
2012-07-09,89000.00,89800.00,87700.00,87800.00,31881,2819990200
2012-07-06,90300.00,91500.00,89300.00,90000.00,43793,3953767900
2012-07-05,89100.00,91500.00,89100.00,90000.00,37306,3361786200
2012-07-04,92500.00,93100.00,89300.00,89900.00,50913,4620493700
2012-07-03,92200.00,93800.00,91700.00,92000.00,44543,4119899600
2012-07-02,92800.00,93000.00,91500.00,92200.00,32187,2975891100
2012-06-29,88300.00,92800.00,88300.00,91200.00,59362,5420831400
2012-06-28,88800.00,90900.00,88600.00,90200.00,30641,2762040500
2012-06-27,87600.00,88100.00,86000.00,87300.00,37079,3226824700
2012-06-26,87600.00,88400.00,86000.00,87200.00,61193,5335443100
2012-06-25,92900.00,93000.00,90200.00,90600.00,28163,2574877400
2012-06-22,90100.00,92100.00,90000.00,91700.00,37238,3390770300
2012-06-21,92200.00,93300.00,91500.00,92100.00,36422,3363148800
2012-06-20,89800.00,92400.00,89700.00,92200.00,47529,4346775100
2012-06-19,88800.00,89500.00,87600.00,88300.00,32889,2913240100
2012-06-18,91500.00,91600.00,88900.00,89700.00,64980,5847415600
2012-06-15,85500.00,86500.00,85200.00,85800.00,54265,4659224200
2012-06-14,83000.00,84500.00,82500.00,83500.00,37299,3118714400
2012-06-13,83400.00,83800.00,82100.00,83000.00,31202,2591343200
2012-06-12,81700.00,83700.00,81200.00,83100.00,37527,3094639200
2012-06-11,83400.00,84800.00,82700.00,83400.00,43895,3671238400
2012-06-08,84900.00,85000.00,81300.00,81800.00,52702,4368979900
2012-06-07,84300.00,85500.00,83800.00,84900.00,56112,4753188100
2012-06-06,81200.00,83000.00,79800.00,82500.00,55484,4532100300
2012-06-05,76500.00,80400.00,76100.00,79900.00,54623,4300891400
2012-06-04,77000.00,77300.00,75500.00,75800.00,48138,3676465800
2012-06-01,77500.00,80500.00,77500.00,78600.00,66900,5286800500
2012-05-31,78300.00,79400.00,77800.00,78600.00,78414,6175100100
2012-05-30,81400.00,82300.00,79000.00,79800.00,34867,2784325500
2012-05-29,78600.00,81500.00,77500.00,81500.00,42071,3358809100
2012-05-28,80600.00,81000.00,78700.00,80100.00,30240,2410142700
2012-05-25,82400.00,82800.00,80600.00,80800.00,28861,2350957900
2012-05-24,81000.00,82400.00,80100.00,81400.00,42208,3427819800
2012-05-23,83700.00,84300.00,80700.00,80900.00,43690,3578682500
2012-05-22,83500.00,84400.00,83300.00,83800.00,32673,2737301100
2012-05-21,81600.00,83600.00,81000.00,82000.00,45976,3787524900
2012-05-18,83300.00,83800.00,81500.00,82100.00,59341,4890154200
2012-05-17,83300.00,86600.00,80700.00,86200.00,69712,5834649200
2012-05-16,84400.00,85700.00,83200.00,84100.00,57348,4823989500
2012-05-15,87000.00,87200.00,84200.00,85900.00,40833,3499718700
2012-05-14,87600.00,89500.00,86700.00,88100.00,32729,2881927700
2012-05-11,88900.00,89300.00,86500.00,87000.00,46084,4038682500
2012-05-10,89000.00,90500.00,88500.00,88700.00,59102,5288757800
2012-05-09,91600.00,91900.00,89400.00,89700.00,42671,3854086100
2012-05-08,92800.00,93600.00,91900.00,93000.00,33642,3123464600
2012-05-07,93100.00,94500.00,91200.00,91700.00,48724,4510980200
2012-05-02,97000.00,98400.00,96500.00,97100.00,46732,4560706800
2012-05-01,101100.00,101400.00,94300.00,95000.00,63155,6164569300
2012-04-27,101700.00,106100.00,100100.00,101200.00,68550,7006520600
2012-04-26,103600.00,104000.00,101500.00,102100.00,27171,2790373300
2012-04-25,102300.00,103600.00,101700.00,102200.00,43877,4491444500
2012-04-24,100300.00,101800.00,100100.00,100300.00,41329,4156590000
2012-04-23,104000.00,105600.00,102300.00,102400.00,37661,3888620800
2012-04-20,104500.00,105000.00,103100.00,104700.00,33296,3467948800
2012-04-19,102800.00,104200.00,102300.00,103200.00,37337,3851555600
2012-04-18,103300.00,105000.00,103200.00,105000.00,37149,3870575200
2012-04-17,101500.00,102800.00,100500.00,100600.00,37621,3820820400
2012-04-16,102200.00,103200.00,100800.00,100900.00,50415,5138873800
2012-04-13,105700.00,106700.00,104500.00,105400.00,54553,5767481700
2012-04-12,102900.00,103700.00,100600.00,102400.00,48161,4911971900
2012-04-11,102100.00,104200.00,100700.00,103000.00,64017,6579602700
2012-04-10,105900.00,109100.00,105000.00,105700.00,58249,6218946900
2012-04-09,105100.00,106400.00,104300.00,104400.00,53028,5569130400
2012-04-06,106800.00,110200.00,106600.00,108100.00,46704,5056123700
2012-04-05,109400.00,110200.00,106700.00,109500.00,57128,6208818300
2012-04-04,116200.00,116400.00,111600.00,112000.00,50786,5752069700
2012-04-03,117900.00,118000.00,115500.00,116200.00,45547,5304928700
2012-04-02,116400.00,118400.00,115600.00,117900.00,53810,6317970500
2012-03-30,113900.00,115100.00,112100.00,114300.00,69224,7882256300
2012-03-29,114400.00,115700.00,112600.00,113600.00,32267,3665460300
2012-03-28,116000.00,116500.00,114100.00,114800.00,48124,5539739600
2012-03-27,115000.00,117900.00,114200.00,117600.00,57896,6725194800
2012-03-26,112500.00,114900.00,111600.00,112200.00,44681,5041251300
2012-03-23,112600.00,114200.00,112300.00,112500.00,72800,8228653100
2012-03-22,116600.00,118700.00,114600.00,117100.00,51344,5997770300
2012-03-21,120100.00,120500.00,116400.00,116600.00,82129,9714643700
2012-03-19,120300.00,121900.00,118600.00,121200.00,58044,6993056200
2012-03-16,116500.00,120400.00,116400.00,120200.00,93068,11064990400
2012-03-15,112000.00,118400.00,111800.00,116500.00,128557,14875487300
2012-03-14,109900.00,111200.00,109500.00,110400.00,60115,6642750100
2012-03-13,105800.00,108700.00,105600.00,106200.00,56165,6028686400
2012-03-12,109300.00,109400.00,106100.00,106200.00,50853,5462992700
2012-03-09,105400.00,108700.00,104400.00,107500.00,79548,8493985900
2012-03-08,101000.00,104100.00,100500.00,103200.00,47399,4862705400
2012-03-07,99100.00,100800.00,98700.00,99500.00,67780,6741376000
2012-03-06,104100.00,104900.00,102100.00,102600.00,41089,4244801100
2012-03-05,105900.00,107000.00,104100.00,104500.00,41611,4377523900
2012-03-02,106900.00,107200.00,105300.00,106700.00,40262,4286798000
2012-03-01,107800.00,109600.00,104300.00,104700.00,57663,6142019500
2012-02-29,108200.00,110000.00,106300.00,106800.00,64475,6991134600
2012-02-28,104400.00,107400.00,104100.00,106900.00,55570,5852251700
2012-02-27,108200.00,108900.00,105700.00,106100.00,61368,6584410800
2012-02-24,103800.00,106300.00,103600.00,105500.00,57783,6063369100
2012-02-23,102800.00,104900.00,101300.00,104300.00,66513,6872973800
2012-02-22,100900.00,102400.00,99600.00,102300.00,68992,6972950200
2012-02-21,101000.00,104700.00,99900.00,100000.00,92947,9439438500
2012-02-20,97900.00,101800.00,97800.00,101300.00,67052,6708861300
2012-02-17,96500.00,96900.00,95000.00,95900.00,52518,5043655900
2012-02-16,95300.00,97000.00,94000.00,94500.00,57845,5512707500
2012-02-15,93900.00,97000.00,93500.00,96000.00,68916,6573587600
2012-02-14,90500.00,93200.00,90200.00,92500.00,45495,4183872800
2012-02-13,89300.00,90800.00,89100.00,90400.00,32306,2913143400
2012-02-10,91900.00,92000.00,89400.00,89900.00,43810,3959668400
2012-02-09,89900.00,91900.00,89300.00,91800.00,55154,4997489200
2012-02-08,89000.00,89800.00,87700.00,89800.00,49730,4427573500
2012-02-07,88000.00,89200.00,87600.00,88500.00,50082,4423956300
2012-02-06,87900.00,89000.00,87100.00,87500.00,48545,4273192700
2012-02-03,84400.00,86300.00,84000.00,86100.00,61505,5255527100
2012-02-02,83900.00,85700.00,83800.00,84900.00,49902,4236049800
2012-02-01,80000.00,82700.00,79900.00,82500.00,66337,5421676200
2012-01-31,80100.00,81500.00,79800.00,80000.00,48814,3931120200
2012-01-30,80800.00,83100.00,80700.00,81100.00,39831,3257444000
2012-01-27,82200.00,82400.00,80500.00,80600.00,43395,3522823600
2012-01-26,83700.00,84300.00,81800.00,82100.00,38210,3159361200
2012-01-25,82500.00,83700.00,81300.00,83400.00,39954,3309397300
2012-01-24,82100.00,83200.00,80700.00,82200.00,57410,4704720600
2012-01-23,81500.00,83900.00,81300.00,83400.00,66507,5534330600
2012-01-20,80000.00,81700.00,79600.00,81100.00,66285,5335285800
2012-01-19,76600.00,78200.00,76400.00,77100.00,49127,3792793000
2012-01-18,73900.00,77200.00,73500.00,76100.00,51912,3940266100
2012-01-17,74200.00,74300.00,73300.00,73900.00,26185,1929470900
2012-01-16,74600.00,74800.00,73800.00,73900.00,29580,2190561800
2012-01-13,75300.00,76000.00,74900.00,75600.00,25059,1890813100
2012-01-12,74800.00,75400.00,74200.00,74800.00,28061,2095700300
2012-01-11,75100.00,76800.00,74900.00,75300.00,27167,2052876100
2012-01-10,75900.00,76400.00,74800.00,74900.00,36303,2735098400
2012-01-06,76600.00,77100.00,74800.00,75500.00,37257,2814058100
2012-01-05,77700.00,77700.00,76500.00,76500.00,28555,2200393200
2012-01-04,77000.00,78800.00,76700.00,78400.00,42315,3295127800
