日付,始値,高値,安値,終値,出来高,売買代金
2015-10-26,2185.00,2201.50,2141.50,2145.00,5070600,10990333550
2015-10-23,2150.00,2150.00,2103.50,2109.50,4278000,9069633150
2015-10-22,2063.00,2102.00,2046.50,2075.00,4106600,8540983150
2015-10-21,2032.50,2099.00,2025.50,2081.50,5356300,11135241350
2015-10-20,2030.00,2041.50,2005.00,2035.50,3496800,7081288700
2015-10-19,2019.00,2037.00,1988.50,2010.00,3449000,6935410800
2015-10-16,1990.50,2036.00,1984.00,2016.50,5406000,10900143650
2015-10-15,1969.50,1986.00,1939.00,1970.00,4118000,8091268050
2015-10-14,2001.50,2016.00,1945.50,1970.00,5441700,10715512300
2015-10-13,2090.00,2160.50,2004.00,2016.50,6872000,14054665000
2015-10-09,2051.00,2101.50,2050.00,2080.00,7120000,14794538850
2015-10-08,2024.00,2047.50,2011.00,2028.00,6604700,13397498500
2015-10-07,1950.00,2004.50,1947.50,1999.50,4591200,9109378800
2015-10-06,1981.00,1998.00,1939.00,1945.00,3906100,7660944100
2015-10-05,1959.00,1989.00,1929.50,1942.00,5015300,9799794150
2015-10-02,1910.00,1944.50,1903.00,1934.00,3803500,7330803750
2015-10-01,1910.00,1945.50,1869.50,1924.00,6298300,12063193550
2015-09-30,1860.00,1913.50,1860.00,1893.50,7175400,13593639150
2015-09-29,1831.00,1873.00,1818.50,1821.00,9470800,17419012100
2015-09-28,1910.00,1933.00,1865.00,1888.00,4813200,9100734400
2015-09-25,1882.50,1912.00,1862.50,1910.00,6812200,12863786600
2015-09-24,1849.50,1894.50,1834.50,1872.50,7768000,14527433100
2015-09-18,1940.00,1944.50,1860.00,1882.00,16146300,30590005850
2015-09-17,2000.00,2011.50,1955.50,2007.00,4723400,9399549000
2015-09-16,2000.00,2015.00,1962.00,1978.00,3562000,7078133650
2015-09-15,2003.00,2049.50,1970.00,1970.50,4907000,9802713400
2015-09-14,2038.00,2038.00,1971.00,1983.00,4166200,8304889700
2015-09-11,2000.00,2039.00,1992.00,2023.50,7572100,15247577200
2015-09-10,2023.50,2040.50,1988.00,2030.00,6983800,14131686300
2015-09-09,1996.00,2116.50,1970.00,2111.00,11858100,24319853250
2015-09-08,2022.00,2029.50,1929.00,1931.00,8150500,15979573950
2015-09-07,2030.00,2044.00,1992.50,2022.00,6720500,13557574350
2015-09-04,2149.50,2155.00,2035.00,2060.00,5118800,10621466550
2015-09-03,2130.50,2184.50,2124.00,2127.00,4907400,10535809100
2015-09-02,2058.00,2139.00,2037.50,2098.00,6980800,14628011850
2015-09-01,2190.00,2196.00,2128.00,2128.00,5176100,11177498300
2015-08-31,2189.00,2215.50,2154.00,2212.00,6091900,13300841750
2015-08-28,2260.00,2263.00,2192.00,2225.50,7202200,16023790000
2015-08-27,2174.00,2219.00,2152.00,2186.00,8814200,19310631300
2015-08-26,2064.50,2145.50,2045.00,2124.00,9743300,20428778950
2015-08-25,1950.00,2130.00,1950.00,2044.00,14801000,30315403500
2015-08-24,2056.00,2095.00,2013.50,2026.00,16742400,34359687450
2015-08-21,2136.00,2196.50,2136.00,2140.00,15275100,32904792200
2015-08-20,2330.50,2353.00,2275.00,2286.00,7521000,17327617150
2015-08-19,2451.50,2472.00,2365.00,2366.00,6519500,15612410450
2015-08-18,2446.00,2484.00,2431.50,2465.00,4550500,11194384250
2015-08-17,2437.50,2488.00,2407.00,2424.50,5780300,14116780650
2015-08-14,2433.00,2437.50,2375.00,2421.50,5704900,13763277150
2015-08-13,2488.50,2499.00,2415.00,2443.00,7998500,19544232800
2015-08-12,2540.00,2572.50,2462.50,2488.50,7782100,19454876600
2015-08-11,2625.00,2665.00,2534.50,2556.00,13830100,36012462850
2015-08-10,2500.00,2528.00,2442.50,2525.00,7695500,19224252850
2015-08-07,2440.00,2513.00,2428.00,2491.00,4766600,11810501650
2015-08-06,2460.50,2494.00,2447.00,2458.00,5921500,14621805550
2015-08-05,2420.00,2447.00,2411.50,2424.50,5438300,13215681450
2015-08-04,2466.50,2470.50,2420.50,2437.00,3971000,9689351450
2015-08-03,2530.00,2530.00,2430.50,2446.50,5399600,13269534050
2015-07-31,2502.50,2529.50,2494.00,2522.00,3872600,9747553250
2015-07-30,2497.50,2570.00,2481.50,2521.50,9559700,24151238550
2015-07-29,2480.00,2509.00,2462.00,2468.50,4406000,10940482900
2015-07-28,2487.50,2505.50,2435.00,2457.00,6958500,17147037500
2015-07-27,2457.00,2495.00,2435.50,2451.00,4930600,12142139950
2015-07-24,2530.00,2537.50,2459.00,2470.00,4145700,10331754050
2015-07-23,2460.00,2475.00,2432.00,2474.00,3932000,9666203900
2015-07-22,2437.00,2448.00,2422.00,2438.00,3178700,7751028550
2015-07-21,2494.00,2499.00,2448.00,2461.00,4587700,11346582200
2015-07-17,2444.00,2469.00,2440.00,2462.00,5484600,13459645100
2015-07-16,2385.50,2428.50,2378.00,2414.50,5431200,13084228700
2015-07-15,2394.00,2399.00,2333.00,2352.50,4324500,10188835150
2015-07-14,2371.00,2399.00,2341.00,2362.00,6747600,16007769700
2015-07-13,2308.00,2322.00,2287.50,2312.50,4331800,10003322900
2015-07-10,2249.00,2293.50,2238.50,2261.00,6125000,13850101000
2015-07-09,2142.50,2247.00,2119.00,2243.00,13570400,29553372350
2015-07-08,2373.50,2389.50,2232.50,2236.00,9652000,22035827000
2015-07-07,2414.50,2423.00,2374.50,2376.00,4171800,10000089900
2015-07-06,2410.00,2428.00,2322.50,2356.00,8577300,20301297950
2015-07-03,2487.50,2487.50,2434.00,2456.00,5772100,14156601850
2015-07-02,2489.50,2530.00,2479.50,2502.00,7410900,18538501450
2015-07-01,2419.00,2459.00,2402.50,2445.50,4245200,10350845950
2015-06-30,2389.50,2427.00,2333.00,2406.50,8143700,19364508900
2015-06-29,2350.00,2430.00,2346.50,2387.50,7686600,18379415750
2015-06-26,2427.00,2486.00,2421.00,2475.00,5298300,13036265400
2015-06-25,2381.00,2455.50,2380.50,2424.00,4046600,9822901100
2015-06-24,2445.00,2469.50,2411.50,2414.50,8510400,20664883200
2015-06-23,2440.00,2487.50,2423.00,2471.00,7248300,17861852850
2015-06-22,2317.50,2392.50,2313.00,2389.00,5068600,11998193800
2015-06-19,2400.00,2413.50,2322.50,2325.50,6310000,14809551650
2015-06-18,2393.50,2404.50,2352.50,2356.50,8423700,20048996600
2015-06-17,2444.50,2460.50,2401.50,2403.00,6882700,16686246250
2015-06-16,2430.00,2463.50,2396.50,2402.50,8274500,19988627750
2015-06-15,2350.00,2448.50,2345.50,2444.00,8039000,19464873700
2015-06-12,2312.00,2377.50,2298.00,2368.50,10687500,25002585850
2015-06-11,2317.00,2350.00,2265.00,2293.50,6951000,16032028600
2015-06-10,2272.00,2359.50,2250.00,2283.50,8676400,19954491300
2015-06-09,2340.00,2349.00,2261.50,2272.00,8311300,19050127000
2015-06-08,2341.00,2410.00,2328.50,2369.50,9092900,21596765200
2015-06-05,2339.00,2348.00,2310.00,2321.00,7626800,17727162750
2015-06-04,2286.50,2425.50,2284.50,2379.50,13745400,32591276500
2015-06-03,2208.50,2272.50,2206.00,2238.50,4675200,10504123300
2015-06-02,2259.50,2277.00,2209.50,2212.00,5468100,12173767800
2015-06-01,2151.00,2253.00,2141.50,2243.50,6421200,14190378650
2015-05-29,2200.00,2200.00,2168.50,2183.00,7694600,16798253100
2015-05-28,2199.50,2241.50,2183.50,2195.50,7847500,17348406600
2015-05-27,2192.50,2192.50,2151.50,2165.50,5764600,12513287250
2015-05-26,2181.00,2197.50,2181.00,2192.50,3688900,8082589050
2015-05-25,2185.00,2189.00,2166.50,2182.50,3570800,7784888650
2015-05-22,2169.00,2169.50,2142.50,2164.50,4359900,9410086900
2015-05-21,2162.00,2198.00,2153.50,2165.00,5594500,12148078850
2015-05-20,2196.00,2212.00,2157.50,2162.00,8155400,17839777100
2015-05-19,2217.50,2218.00,2153.00,2172.00,7214600,15699682400
2015-05-18,2100.00,2225.00,2083.00,2197.50,19343100,41932964900
2015-05-15,2007.50,2013.00,1970.00,1987.50,6491000,12884876250
2015-05-14,2015.50,2033.50,1985.00,1998.00,5028200,10072678450
2015-05-13,2020.00,2042.50,2013.00,2025.00,5071500,10272276300
2015-05-12,2047.00,2083.50,2020.00,2043.00,4750900,9701723850
2015-05-11,2100.00,2108.00,2017.50,2033.50,7358100,15109303900
2015-05-08,2030.50,2078.50,2021.50,2065.00,4782900,9825391050
2015-05-07,2006.00,2077.00,2002.00,2048.50,10772300,21968380100
2015-05-01,1998.00,2000.50,1940.00,1978.00,7025500,13802104150
2015-04-30,1995.00,2008.00,1962.00,1974.00,6926400,13727970900
2015-04-28,2000.00,2038.50,2000.00,2025.00,5621800,11372081600
2015-04-27,2008.50,2019.50,1981.50,1991.00,2639400,5259419400
2015-04-24,1995.50,2019.00,1975.00,1997.00,3756300,7514434600
2015-04-23,2028.00,2043.50,1980.50,1996.00,5837200,11678389350
2015-04-22,1960.00,2013.00,1959.00,2008.50,9368900,18692765300
2015-04-21,1915.00,1953.00,1898.50,1950.00,7795000,15094186750
2015-04-20,1891.00,1914.00,1875.50,1898.00,5042400,9569647000
2015-04-17,1900.00,1926.50,1899.00,1911.50,10774000,20643382650
2015-04-16,1850.00,1885.50,1848.50,1884.00,7285800,13637556650
2015-04-15,1840.50,1847.00,1833.00,1846.00,6220300,11457782400
2015-04-14,1839.00,1854.50,1832.00,1838.00,5155700,9494472400
2015-04-13,1840.00,1843.00,1812.00,1830.00,3855900,7043008950
2015-04-10,1845.00,1845.00,1821.50,1836.00,3982200,7316125850
2015-04-09,1847.00,1849.00,1830.00,1839.00,4799200,8825388900
2015-04-08,1840.00,1843.00,1806.00,1823.00,4098800,7469023000
2015-04-07,1820.00,1840.00,1811.50,1826.00,5046600,9218714450
2015-04-06,1799.00,1812.50,1790.50,1797.50,4003000,7200846350
2015-04-03,1809.00,1827.00,1795.50,1818.00,4342100,7886120800
2015-04-02,1802.50,1826.00,1791.00,1800.00,6082800,11030055850
2015-04-01,1757.00,1811.00,1748.50,1788.50,10750500,19259054100
2015-03-31,1800.00,1824.50,1738.50,1745.50,10824400,19373723400
2015-03-30,1745.00,1784.00,1705.00,1765.50,6181600,10840471450
2015-03-27,1738.50,1788.00,1720.00,1733.50,8043600,14094334250
2015-03-26,1753.00,1753.50,1721.00,1740.00,4726500,8209468900
2015-03-25,1776.00,1789.00,1745.50,1767.50,5003100,8838716350
2015-03-24,1780.00,1784.50,1760.00,1777.50,6755400,11948511250
2015-03-23,1759.00,1795.50,1756.00,1793.00,5435700,9701976900
2015-03-20,1734.00,1766.00,1711.00,1762.50,5737000,9987908550
2015-03-19,1762.00,1779.00,1722.00,1738.50,7211100,12555136800
2015-03-18,1797.00,1797.00,1765.50,1772.00,4540100,8061228550
2015-03-17,1777.00,1785.00,1760.50,1780.50,5629000,9986279100
2015-03-16,1805.00,1808.50,1758.00,1766.50,5324500,9446390750
2015-03-13,1815.00,1822.50,1802.00,1805.50,9419200,17070394150
2015-03-12,1780.00,1808.00,1770.00,1798.00,7505500,13495088100
2015-03-11,1747.00,1772.50,1745.00,1762.00,6824000,12022730300
2015-03-10,1777.50,1781.00,1738.00,1747.00,6860300,12060352200
2015-03-09,1770.50,1774.00,1740.50,1759.50,4952900,8719968100
2015-03-06,1798.00,1803.00,1785.00,1794.50,5388900,9666849000
2015-03-05,1770.00,1783.50,1766.50,1781.00,2923200,5188821000
2015-03-04,1805.00,1805.00,1761.00,1767.50,4222500,7480420650
2015-03-03,1832.50,1834.00,1800.00,1819.00,4296400,7796737700
2015-03-02,1839.00,1848.00,1819.00,1825.50,5607100,10266264600
2015-02-27,1800.00,1810.50,1782.00,1808.50,8974800,16179863450
2015-02-26,1741.00,1777.50,1739.00,1776.50,4296000,7576947850
2015-02-25,1748.50,1778.50,1738.00,1742.50,5950300,10440156100
2015-02-24,1755.00,1763.00,1732.50,1756.50,6555800,11471652000
2015-02-23,1823.50,1829.00,1740.50,1761.00,6667200,11816440350
2015-02-20,1815.50,1832.00,1810.00,1822.00,4878500,8891527050
2015-02-19,1789.50,1804.50,1778.50,1800.00,4916000,8835672100
2015-02-18,1785.00,1787.50,1753.50,1783.50,6400900,11392020000
2015-02-17,1810.00,1811.00,1760.50,1765.50,6690100,11919684650
2015-02-16,1800.00,1818.50,1776.00,1814.00,7800000,14115691100
2015-02-13,1775.00,1777.00,1757.50,1769.00,5706200,10101458650
2015-02-12,1770.00,1778.00,1761.50,1770.50,8077000,14299771900
2015-02-10,1740.00,1749.00,1708.00,1735.50,6129800,10575765600
2015-02-09,1730.50,1733.00,1691.00,1720.00,7389700,12624620150
2015-02-06,1695.00,1706.00,1652.00,1657.00,4911000,8199738000
2015-02-05,1656.50,1699.00,1652.50,1669.00,8366800,14009805400
2015-02-04,1639.00,1671.00,1617.50,1668.00,9820400,16162865500
2015-02-03,1552.50,1566.50,1542.00,1561.50,5921100,9201246750
2015-02-02,1561.50,1564.50,1538.50,1545.00,4735400,7339109850
2015-01-30,1623.50,1632.00,1590.50,1594.00,3919200,6300713050
2015-01-29,1610.00,1620.00,1587.00,1590.50,4760400,7629460300
2015-01-28,1640.50,1648.50,1625.50,1637.00,4524100,7398925050
2015-01-27,1675.50,1684.50,1638.50,1656.50,4699300,7802229550
2015-01-26,1641.00,1653.00,1622.00,1635.50,4024800,6575950150
2015-01-23,1628.00,1680.00,1625.50,1672.00,11489900,19123114850
2015-01-22,1561.50,1591.00,1550.50,1588.00,5887200,9286061700
2015-01-21,1620.50,1620.50,1561.00,1572.00,6086100,9599415700
2015-01-20,1596.50,1637.50,1586.00,1626.50,6232100,10091906550
2015-01-19,1591.50,1597.50,1568.00,1579.50,4679700,7404004100
2015-01-16,1560.00,1588.50,1533.50,1562.00,9742900,15163154750
2015-01-15,1600.00,1621.00,1597.00,1614.50,6013000,9676150400
2015-01-14,1650.00,1668.00,1602.00,1605.50,8259800,13434159200
2015-01-13,1698.50,1699.00,1650.50,1678.50,6404900,10674317100
2015-01-09,1735.00,1744.00,1720.00,1730.00,4404800,7617398400
2015-01-08,1741.50,1752.50,1727.00,1731.50,4728000,8212312600
2015-01-07,1724.00,1735.00,1702.00,1720.50,4080700,7027573800
2015-01-06,1752.00,1765.00,1722.00,1722.00,6354900,11030261450
2015-01-05,1820.50,1826.50,1794.00,1804.00,4412200,7969621200
